	27	100
	45	1000
	42	1001
	83	1002
	211	1004
	18	1005
	16	1006
	62	1007
	15	101
	16	1010
	94	1011
	434	1013
	7	1014
	38	1015
	45	1016
	65	1017
	19	102
	61	1028
	91	1029
	11	103
	439	1030
	48	1031
	18	1033
	64	1034
	130	1035
	367	1037
	54	1038
	5619	1039
	147	1046
	43	1047
	88	1048
	51	1049
	122	105
	103	1050
	230	1051
	52	1058
	19	1059
	91	106
	20	1060
	28	1064
	9	1065
	18	1066
	926	1068
	32	1069
	78	107
	118	1070
	50	1071
	33	1072
	63	1075
	135	1077
	69	1078
	56	1079
	45	108
	77	1080
	53	1081
	36	1082
	87	1083
	59	1089
	19	1091
	32	1092
	18	1093
	29	1094
	71	1097
	196	11
	123	1100
	71	1101
	71	1102
	103	1103
	131	1117
	107	1118
	97	1119
	322	1120
	95	1122
	44	1123
	75	1130
	48	1131
	148	1132
	23	1133
	229	1134
	7	1135
	365	1136
	35	1140
	11	1149
	52	1150
	6	1152
	1248	1155
	383	1156
	77	1158
	90	1159
	17209	1160
	114	1161
	17	1162
	45	1163
	58	1164
	49	1165
	85	1168
	1508	117
	211	1170
	18	1171
	35	1172
	203	1179
	65	1180
	161	1182
	94	1183
	178	1190
	310	1191
	27	1192
	36	1193
	30	1194
	193	1195
	66	1197
	44	1198
	43	1199
	1	12
	42	1200
	51	1201
	38	1205
	78	1209
	60	121
	41	1211
	95	1212
	205	1213
	222	1215
	25	1216
	282	1218
	636	122
	17	1223
	34	1224
	10	1225
	5	1226
	10	1227
	73	1228
	469	1233
	274	1234
	35	1235
	21	1238
	65	1240
	116	1241
	17	1244
	31	1247
	11	1248
	20	1249
	28	1250
	28	1251
	56	1253
	62	1254
	39	1255
	59	1256
	75	1258
	405	1259
	49	1261
	45	1263
	58	1264
	71	1265
	165	1266
	501	1267
	69	1268
	266	1269
	68	1270
	108	1271
	51	1277
	530	1278
	382	1279
	13	1285
	7	1286
	8	1287
	20	1288
	22	1289
	26	1290
	17	1292
	68	1293
	42	1295
	60	1296
	1112	1297
	8	13
	324	1300
	97	1302
	53	1307
	333	1310
	47	1311
	94	1312
	32	1313
	75	1314
	17	1315
	4	1316
	358	1317
	12	1318
	20	1319
	26	1320
	229	1334
	223	1335
	339	1338
	125	1340
	53	1341
	54	1342
	287	1344
	6	1345
	43	1346
	21	1347
	73	1348
	23	1349
	53	1350
	115	1354
	73	1360
	77	1361
	230	1370
	47	1371
	208	1372
	3922	1373
	41	1374
	12	1375
	8	1376
	26	1377
	18	1378
	40	1379
	82	1382
	95	1385
	593	1386
	48	1387
	22	1388
	135	139
	16	1392
	27	1393
	7	1394
	125	1395
	61	1397
	67	1399
	1	14
	127	1400
	134	1401
	362	1403
	42	1406
	147	1409
	207	141
	25	1410
	124	1411
	7	1412
	494	1414
	173	1415
	61	1416
	28	1417
	18	1418
	2	142
	58	1422
	84	1423
	36	1424
	28	1425
	25	1426
	1	143
	75	1430
	4590	1432
	130	1433
	19	1435
	66	144
	81	1440
	110	1443
	61	1444
	94	1448
	95	1449
	6227	145
	73	1450
	115	1451
	35	1452
	30	1453
	80	1454
	66	1455
	153	1456
	46455	1457
	196	1458
	508	1459
	93	146
	77	1460
	1417	1461
	38	1462
	70	1463
	376	1464
	49	1469
	28	147
	49	1470
	3433	1471
	18	1473
	24	1474
	29	1475
	22	1476
	147	1477
	63	1478
	43	1479
	71	148
	124	1480
	118	1486
	64	1487
	40	1488
	290	1489
	1	149
	357	1494
	7	1496
	18	1497
	63	1498
	51	1499
	1	15
	20	150
	12	1504
	11	1505
	67	1506
	30	1507
	14	1508
	91	1509
	13	1510
	613	1511
	23	1512
	567	1513
	60	1517
	52	1518
	172	1519
	191	1522
	37	1523
	22	1524
	15	1525
	21	1526
	19	1527
	14	1528
	1	153
	31	1530
	92	1535
	139	1536
	14	1539
	1	154
	41	1541
	68	1546
	2180	1547
	24	1549
	1	155
	258	1553
	20	1554
	21	1555
	50	1556
	45	1557
	52	1558
	67	1559
	1	156
	64	1560
	80	1561
	56	1562
	71	1563
	14	1568
	8	1569
	1	157
	22	1570
	8	1572
	69	1573
	63	1576
	82	1577
	426	1579
	1	158
	86	1580
	39	1581
	73	1583
	42	1584
	147	1585
	36	1586
	66	1587
	53	1588
	58	1589
	160	1596
	101	1599
	1	16
	1	160
	50	1600
	95	1601
	1141	1602
	372	1605
	45	1606
	162	1607
	201	1612
	408	1613
	5	1614
	30	1615
	34	1616
	17	1617
	76	1619
	63	1620
	102	1621
	10312	1622
	59	1624
	68	1625
	212	1627
	172	1629
	1	163
	204	1632
	18	1633
	5	1634
	41	1635
	20	1636
	59	1637
	83	1638
	66	1639
	1	164
	251	1640
	43	1641
	142	1643
	57	1644
	404	1645
	38	1646
	66	1649
	1	165
	164	1650
	36	1651
	71	1652
	8	1653
	44	1657
	73	1658
	1	166
	25	1661
	9	1662
	14	1663
	5	1664
	10	1665
	15	1666
	23	1667
	328	1668
	26	1669
	22	1670
	13	1671
	20	1672
	15	1673
	54	1676
	50	1677
	146	1678
	70	1679
	13	1680
	5	1681
	71	1682
	11	1683
	8	1684
	77	1687
	36	1688
	141	1692
	322	1693
	77	1694
	80	1695
	41	1696
	25	1697
	60	1698
	20	1699
	1	17
	137	170
	27	1700
	11	1701
	12	1702
	80	1708
	59	1709
	118	171
	185	1710
	74	1713
	72	1714
	313	1717
	19	1718
	89	1719
	99	172
	367	1720
	55	1721
	354	1722
	101	1723
	3061	1724
	40	1726
	19	1729
	17	1730
	10	1731
